mode,device_id,gpu_name,compute_capability,precision,input_type,accumulator_type,output_type,m,n,k,median_ms,p90_ms,throughput,unit,best,validation,status,algorithm,workspace_bytes,message
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.159072,0.160320,864.004704,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.071232,1.073728,1026.399200,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,8.270624,8.386784,1063.534366,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,0.557088,0.557472,246.709585,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,4.387712,4.393088,250.588832,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,33.905727,33.922016,259.427940,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,0.561312,0.563136,244.853038,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,4.430752,4.434016,248.154642,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,34.288544,34.311264,256.531543,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.071264,1.074304,128.296059,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,7.999616,8.005600,137.445548,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,26.541121,26.578880,139.815188,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=92.16"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.750688,2.755680,49.965299,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,21.094336,21.097248,52.123549,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=0.02048"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,73.954147,74.032158,50.177737,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=0.03072"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,17.560673,17.564575,0.978315,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,138.590012,138.602264,0.991695,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
isolated,3,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,465.560486,465.637054,0.996340,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,4096,4096,4096,0.303872,0.304384,452.292275,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=1e-06"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,8192,8192,8192,2.138240,2.142208,514.213361,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=8192, expected=8192, tolerance=1e-06"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,16384,16384,16384,16.910463,16.934752,520.156831,TOPS,True,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=16384, expected=16384, tolerance=1e-06"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.345888,0.346304,397.351044,TFLOPS,True,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,67125407,"actual=1024, expected=1024, tolerance=30.72"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,All cuBLASLt heuristic algorithms failed
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,24.025057,24.057184,366.121632,TFLOPS,False,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,4096,4096,4096,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.162112,0.162880,847.802479,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.089728,1.093632,1008.978048,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,8.768576,8.802368,1003.138178,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,0.571648,0.572512,240.425844,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,4.615264,4.622272,238.233748,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,35.389473,35.430622,248.551117,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,0.575552,0.575744,238.795029,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,4.673440,4.680800,235.268161,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,35.770367,35.788673,245.904469,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.101728,1.102016,124.748539,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,8.325184,8.332960,132.070552,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,27.627617,27.672768,134.316751,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=92.16"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.816928,2.823392,48.790369,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,21.772257,21.788799,50.500581,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=0.02048"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,75.845535,75.872353,48.926436,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=0.03072"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,17.845280,17.848320,0.962712,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,140.873566,140.889923,0.975619,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
isolated,4,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,473.169861,473.252136,0.980317,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,4096,4096,4096,0.296000,0.296256,464.320783,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=1e-06"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,8192,8192,8192,2.084832,2.093184,527.386213,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=8192, expected=8192, tolerance=1e-06"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,16384,16384,16384,16.094303,16.135328,546.534569,TOPS,True,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=16384, expected=16384, tolerance=1e-06"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.328896,0.330720,417.879692,TFLOPS,True,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,67125407,"actual=1024, expected=1024, tolerance=30.72"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,All cuBLASLt heuristic algorithms failed
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,22.620993,22.636543,388.846465,TFLOPS,False,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,4096,4096,4096,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.158048,0.158400,869.602590,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.063168,1.066016,1034.184228,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,8.291552,8.402144,1060.850062,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,0.553344,0.555360,248.378858,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,4.365376,4.369632,251.871002,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,33.798206,33.815647,260.253249,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,0.557344,0.559296,246.596265,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,4.424864,4.433024,248.484851,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,34.209728,34.241249,257.122564,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.064992,1.067040,129.051636,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,7.983232,7.987232,137.727630,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,26.441601,26.460192,140.341418,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=92.16"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.728192,2.733120,50.377301,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,20.941889,20.950081,52.502983,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=0.02048"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,73.235519,73.246399,50.670109,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=0.03072"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,17.396576,17.398209,0.987543,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,137.295715,137.304901,1.001043,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
isolated,5,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,461.150024,461.244019,1.005869,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,4096,4096,4096,0.295808,0.297792,464.622185,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=1e-06"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,8192,8192,8192,2.087488,2.093664,526.715201,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=8192, expected=8192, tolerance=1e-06"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,16384,16384,16384,16.326241,16.373280,538.770270,TOPS,True,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=16384, expected=16384, tolerance=1e-06"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.329248,0.329472,417.432904,TFLOPS,True,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,67125407,"actual=1024, expected=1024, tolerance=30.72"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,All cuBLASLt heuristic algorithms failed
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,23.086720,23.125536,381.002291,TFLOPS,False,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,4096,4096,4096,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.158432,0.158752,867.494872,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.065536,1.068864,1031.885929,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,8.451840,8.494656,1040.731084,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,0.555680,0.556000,247.334724,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,4.428384,4.432512,248.287337,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,34.258400,34.276928,256.757263,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,0.559552,0.559968,245.623195,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,4.503264,4.510240,244.158823,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
