mode,device_id,gpu_name,compute_capability,precision,input_type,accumulator_type,output_type,m,n,k,median_ms,p90_ms,throughput,unit,best,validation,status,algorithm,workspace_bytes,message
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,34.695713,34.710751,253.521033,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.066688,1.068896,128.846449,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,8.047232,8.053440,136.632282,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,26.744064,26.796480,138.754218,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=92.16"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.742048,2.747008,50.122738,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,21.147264,21.159201,51.993090,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=0.02048"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,73.836769,73.873283,50.257504,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=0.03072"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,17.444481,17.447680,0.984831,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,137.706696,137.726181,0.998056,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
isolated,6,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,462.519562,462.605591,1.002890,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,4096,4096,4096,0.297568,0.298464,461.874115,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=1e-06"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,8192,8192,8192,2.091648,2.097696,525.667595,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=8192, expected=8192, tolerance=1e-06"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,16384,16384,16384,16.297504,16.340384,539.720241,TOPS,True,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=16384, expected=16384, tolerance=1e-06"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.329408,0.331424,417.230176,TFLOPS,True,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,67125407,"actual=1024, expected=1024, tolerance=30.72"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,All cuBLASLt heuristic algorithms failed
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,22.990335,23.024063,382.599594,TFLOPS,False,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,4096,4096,4096,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.158848,0.160736,865.223051,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.067488,1.071648,1029.999095,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,8.444480,8.494752,1041.638216,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,0.557728,0.559328,246.426493,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,4.433536,4.437728,247.998802,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,34.229023,34.256386,256.977625,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,0.561856,0.563840,244.615988,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,4.492832,4.500000,244.725728,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,34.614880,34.640415,254.113061,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.070624,1.071744,128.372757,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,8.071840,8.078016,136.215731,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,26.752384,26.782335,138.711067,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=92.16"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.748416,2.752192,50.006606,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,21.166496,21.202175,51.945849,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=0.02048"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,73.762146,73.784897,50.308348,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=0.03072"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,17.507809,17.509632,0.981269,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,138.303970,138.324249,0.993746,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
isolated,7,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,464.595306,464.639191,0.998410,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,4096,4096,4096,0.293472,0.293664,468.320512,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=1e-06"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,8192,8192,8192,2.061920,2.070912,533.246521,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=8192, expected=8192, tolerance=1e-06"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,16384,16384,16384,16.041471,16.079359,548.334549,TOPS,True,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=16384, expected=16384, tolerance=1e-06"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.280096,0.281504,490.685180,TFLOPS,False,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,1.974912,1.984064,556.739542,TFLOPS,True,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,15.992352,16.012417,550.018739,TFLOPS,False,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,4096,4096,4096,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.156832,0.159648,876.345122,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.057248,1.063360,1039.975135,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,8.426048,8.458784,1043.916760,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,0.553280,0.554464,248.407596,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,4.392416,4.398368,250.320468,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,33.969505,34.006336,258.940863,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,0.557696,0.558720,246.440636,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,4.473248,4.478496,245.797154,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,34.406975,34.425442,255.648544,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.065632,1.068448,128.974126,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,8.014432,8.018400,137.191461,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,26.560160,26.590624,139.714964,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=92.16"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.725472,2.730528,50.427579,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,21.024223,21.040577,52.297372,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=0.02048"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,73.378365,73.419395,50.571470,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=0.03072"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,17.324385,17.325567,0.991658,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,136.660004,136.671524,1.005700,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
concurrent,0,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,459.224274,459.266205,1.010087,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,int4,,,,0,0,0,0.000000,0.000000,0.000000,,False,NOT_RUN,UNSUPPORTED,,0,"cuBLASLt does not provide a dense INT4 GEMM kernel; INT4 Tensor Core is used via inference frameworks (CUTLASS/quantized paths), not standard dense GEMM APIs"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,4096,4096,4096,0.303360,0.304608,453.055644,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=1e-06"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,8192,8192,8192,2.132544,2.141760,515.586833,TOPS,False,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=8192, expected=8192, tolerance=1e-06"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,int8,INT8,INT32,INT32,16384,16384,16384,16.481920,16.521631,533.681324,TOPS,True,PASS,OK,cuBLASLt algo 21 layout=TN per-tensor scale,0,"actual=16384, expected=16384, tolerance=1e-06"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,4096,4096,4096,0.332384,0.333728,413.494505,TFLOPS,True,PASS,OK,cuBLASLt algo 35 layout=TN per-tensor scale,67125407,"actual=1024, expected=1024, tolerance=30.72"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,All cuBLASLt heuristic algorithms failed
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e4m3,FP8_E4M3,FP32,FP16,16384,16384,16384,23.365952,23.384384,376.449168,TFLOPS,False,PASS,OK,cuBLASLt algo 67 layout=TN per-tensor scale,0,"actual=4096, expected=4096, tolerance=122.88"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,4096,4096,4096,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,8192,8192,8192,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp8_e5m2,FP8_E5M2,FP32,FP16,16384,16384,16384,0.000000,0.000000,0.000000,TFLOPS,False,NOT_RUN,UNSUPPORTED,,268435456,No cuBLASLt algorithm for fp8_e5m2 (CUBLAS_STATUS_NOT_SUPPORTED); cuBLASLt did not provide a kernel for this precision/layout on this GPU architecture
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,4096,4096,4096,0.162624,0.163392,845.133266,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,8192,8192,8192,1.090144,1.093216,1008.592983,TFLOPS,False,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,nvfp4,FP4_E2M1,FP32,BF16,16384,16384,16384,8.610240,8.662528,1021.585117,TFLOPS,True,PASS,OK,cuBLASLt NVFP4 block-scaled (VEC16_UE4M3) layout=TN,0,"actual=4096, expected=4096, tolerance=122.88"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,4096,4096,4096,0.567936,0.569856,241.997254,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,8192,8192,8192,4.504928,4.512096,244.068629,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp16,FP16,FP32,FP16,16384,16384,16384,34.794689,34.817440,252.799873,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,4096,4096,4096,0.573952,0.574112,239.460702,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,8192,8192,8192,4.572864,4.577792,240.442667,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,bf16,BF16,FP32,BF16,16384,16384,16384,35.224770,35.259872,249.713288,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,65536,"actual=4096, expected=4096, tolerance=122.88"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,4096,4096,4096,1.090144,1.092224,126.074123,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=30.72"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,8192,8192,8192,8.223968,8.230432,133.696008,TFLOPS,False,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=61.44"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,tf32,FP32,FP32,FP32,12288,12288,12288,27.231680,27.252001,136.269659,TFLOPS,True,PASS,OK,cuBLASLt algo 21 layout=NN per-tensor scale,0,"actual=3072, expected=3072, tolerance=92.16"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,4096,4096,4096,2.797056,2.801952,49.137005,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,2048,"actual=1024, expected=1024, tolerance=0.01024"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,8192,8192,8192,21.566944,21.589439,50.981336,TFLOPS,True,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,0,"actual=2048, expected=2048, tolerance=0.02048"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp32,FP32,FP32,FP32,12288,12288,12288,75.040131,75.053757,49.451563,TFLOPS,False,PASS,OK,cuBLASLt algo 20 layout=NN per-tensor scale,18432,"actual=3072, expected=3072, tolerance=0.03072"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,2048,2048,2048,17.767872,17.772961,0.966906,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=512, expected=512, tolerance=1e-06"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,4096,4096,4096,140.277023,140.291260,0.979768,TFLOPS,False,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1024, expected=1024, tolerance=1e-06"
concurrent,1,NVIDIA RTX PRO 5000 Blackwell,12.0,fp64,FP64,FP64,FP64,6144,6144,6144,471.242706,471.328125,0.984326,TFLOPS,True,PASS,OK,cuBLASLt algo 22 layout=NN per-tensor scale,0,"actual=1536, expected=1536, tolerance=1e-06"
